Age,Gender,Job Type,Daily Social Media Time,Social Platform Preference,Number of Notifications,Work Hours per Day,Perceived Productivity Score,Actual Productivity Score,Stress Level,Sleep Hours,Screen Time Before Sleep,Breaks During Work,Uses Focus Apps,Has Digital Wellbeing Enabled,Coffee Consumption per Day,Days Feeling Burnout per Month,Weekly Offline Hours,Job Satisfaction Score
43.0,Female,Finance,4.05,Twitter,60.0,8.71,4.29,4.38,5.0,8.75,1.62,7.0,True,False,5.0,4.0,7.5,4.31
33.0,Male,Finance,5.38,Facebook,56.0,10.55,2.81,2.65,2.0,8.09,1.56,6.0,True,True,0.0,3.0,18.72,3.34
27.0,Male,Education,4.01,TikTok,66.0,2.27,8.51,6.85,3.0,5.15,1.38,9.0,False,True,1.0,21.0,8.08,7.54
59.0,Male,Unemployed,1.25,Telegram,69.0,8.44,6.46,5.91,1.0,6.73,0.6,5.0,True,True,1.0,23.0,7.31,5.43
54.0,Female,Health,6.71,Instagram,55.0,5.2,3.4,3.59,6.0,5.43,0.0,0.0,False,False,1.0,7.0,16.65,4.69
43.0,Female,Student,3.41,Twitter,69.0,10.79,5.35,4.9,4.0,4.27,0.82,1.0,False,False,1.0,22.0,0.42,5.47
29.0,Male,IT,7.64,Instagram,53.0,8.13,5.22,4.5,9.0,6.97,1.18,10.0,True,False,0.0,9.0,14.67,2.27
37.0,Female,Student,5.47,Telegram,56.0,8.11,4.59,3.75,4.0,6.98,1.14,10.0,False,False,1.0,24.0,16.41,4.53
31.0,Female,Finance,3.17,TikTok,46.0,8.33,6.38,5.64,5.0,7.88,0.82,5.0,False,False,2.0,17.0,0.0,6.52
63.0,Male,Student,8.36,Telegram,50.0,6.76,5.68,5.39,1.0,5.68,1.5,9.0,False,True,2.0,10.0,10.42,4.0
46.0,Female,Finance,2.35,Instagram,65.0,3.75,3.55,3.69,10.0,7.26,1.54,10.0,False,False,0.0,3.0,8.02,3.73
35.0,Male,Education,1.88,Twitter,56.0,7.24,5.14,4.06,3.0,5.82,1.9,0.0,False,False,1.0,2.0,18.7,4.98
61.0,Male,Education,3.68,Telegram,57.0,3.17,8.23,8.15,4.0,7.12,0.27,10.0,False,False,3.0,17.0,20.08,8.38
19.0,Male,Student,3.16,Facebook,67.0,6.87,6.73,6.43,9.0,6.61,1.13,10.0,False,False,1.0,2.0,8.72,7.07
34.0,Male,Health,1.42,TikTok,62.0,9.58,7.44,6.66,1.0,6.51,0.56,6.0,True,False,2.0,26.0,12.15,6.44
36.0,Female,Unemployed,1.6,Facebook,52.0,4.59,6.41,5.56,4.0,6.04,0.0,8.0,True,True,2.0,22.0,0.0,6.55
18.0,Female,Education,2.83,TikTok,53.0,4.04,3.1,2.55,5.0,7.26,1.8,6.0,True,True,4.0,31.0,0.0,2.47
42.0,Male,Health,1.77,Telegram,63.0,8.59,5.91,5.05,4.0,8.6,1.82,5.0,False,True,1.0,4.0,15.08,4.72
19.0,Female,Unemployed,3.7,Instagram,56.0,7.52,4.73,4.5,8.0,6.61,0.0,8.0,False,False,0.0,10.0,5.71,3.0
29.0,Male,Health,4.94,Twitter,74.0,8.87,2.86,2.09,10.0,8.07,0.39,2.0,True,False,2.0,30.0,12.56,3.78
27.0,Male,Student,3.09,Twitter,61.0,7.74,6.55,6.41,4.0,7.59,1.18,8.0,True,False,1.0,18.0,11.55,7.34
48.0,Male,Unemployed,1.7,Twitter,52.0,4.22,7.55,6.24,4.0,6.69,1.26,0.0,False,False,0.0,4.0,6.78,5.49
62.0,Male,Health,3.96,Facebook,52.0,5.74,5.19,4.71,5.0,6.89,1.89,6.0,True,False,1.0,22.0,16.36,5.6
32.0,Female,IT,6.38,Twitter,49.0,4.55,8.66,7.86,8.0,6.59,0.56,10.0,False,False,1.0,8.0,2.23,7.34
43.0,Female,IT,5.92,Instagram,59.0,6.94,6.35,5.37,9.0,6.15,0.75,5.0,True,False,3.0,15.0,3.97,5.42
20.0,Female,Finance,0.07,Twitter,76.0,7.68,4.4,4.34,4.0,6.23,1.21,4.0,False,False,4.0,10.0,12.72,4.9
40.0,Female,Education,5.34,TikTok,47.0,8.34,2.37,1.65,3.0,7.9,1.19,9.0,False,True,1.0,6.0,0.0,2.12
37.0,Female,Unemployed,3.09,TikTok,68.0,7.07,8.83,8.12,9.0,6.48,2.73,0.0,False,False,4.0,20.0,10.01,8.81
62.0,Female,Student,1.87,Telegram,51.0,2.19,2.24,1.05,8.0,5.52,1.49,8.0,True,False,2.0,5.0,11.05,3.12
35.0,Female,Finance,2.02,Telegram,46.0,8.72,4.03,4.14,1.0,8.12,1.49,5.0,True,False,0.0,7.0,14.95,6.08
58.0,Female,Student,1.17,Facebook,61.0,6.28,6.28,5.08,6.0,5.95,0.15,2.0,True,True,4.0,24.0,15.55,4.3
23.0,Female,Education,2.36,Telegram,60.0,8.2,3.52,3.41,7.0,6.7,0.78,10.0,True,True,1.0,30.0,19.15,3.89
53.0,Female,IT,5.6,Telegram,75.0,5.89,3.0,2.02,4.0,7.22,1.51,8.0,False,False,2.0,7.0,0.0,0.21
54.0,Male,Education,2.08,Facebook,59.0,9.11,4.81,3.11,9.0,4.36,1.39,7.0,False,False,5.0,3.0,7.99,3.46
22.0,Male,Unemployed,1.56,Facebook,58.0,5.35,7.15,6.12,8.0,5.25,1.1,9.0,False,True,4.0,13.0,6.73,6.34
26.0,Male,Student,2.07,Instagram,59.0,7.65,8.67,7.21,7.0,6.11,0.26,9.0,False,False,3.0,15.0,10.42,5.11
24.0,Male,Education,1.55,Facebook,53.0,7.86,5.07,4.28,4.0,6.91,0.33,7.0,False,False,3.0,25.0,15.62,4.78
58.0,Female,Unemployed,5.95,Instagram,65.0,3.74,2.33,2.39,4.0,5.11,1.2,9.0,True,False,1.0,24.0,0.0,1.5
27.0,Female,Student,0.78,TikTok,61.0,6.22,6.95,7.63,3.0,5.6,1.84,9.0,False,True,3.0,2.0,9.5,7.33
41.0,Female,Health,2.66,Facebook,51.0,4.87,3.88,4.08,6.0,7.38,1.23,8.0,False,False,1.0,31.0,15.68,3.35
18.0,Male,Education,1.23,Telegram,59.0,5.88,2.12,1.82,3.0,6.49,1.37,10.0,False,False,1.0,29.0,6.72,2.68
62.0,Female,Education,4.93,Facebook,58.0,9.2,5.59,5.32,9.0,7.64,0.0,4.0,False,False,1.0,8.0,10.37,5.65
44.0,Female,Finance,2.98,Facebook,67.0,5.4,2.56,1.99,4.0,3.31,0.86,6.0,False,False,1.0,10.0,0.56,1.09
24.0,Male,Unemployed,3.03,Facebook,56.0,9.82,5.01,4.72,3.0,5.5,0.0,4.0,False,False,1.0,10.0,0.0,4.41
26.0,Male,IT,2.25,Telegram,61.0,8.23,3.08,3.13,6.0,6.4,2.43,9.0,True,False,2.0,9.0,17.0,3.84
52.0,Male,Health,3.01,Telegram,60.0,8.72,2.66,1.92,8.0,6.1,0.24,0.0,False,True,3.0,22.0,16.2,1.31
38.0,Male,Unemployed,1.77,Twitter,53.0,5.13,5.01,3.77,7.0,8.52,1.41,4.0,False,False,1.0,30.0,0.0,3.38
32.0,Male,Education,1.23,Twitter,73.0,6.04,2.32,1.73,6.0,6.43,1.91,2.0,False,False,1.0,21.0,5.97,2.24
38.0,Male,Unemployed,4.23,Twitter,39.0,5.46,4.45,4.08,6.0,8.38,1.13,7.0,False,False,6.0,17.0,2.79,3.97
27.0,Female,Student,1.71,Instagram,73.0,8.68,5.89,4.99,9.0,7.71,0.61,2.0,False,False,3.0,28.0,0.0,6.84
19.0,Female,Finance,4.38,Twitter,70.0,6.73,8.18,7.28,3.0,8.67,2.4,2.0,False,False,3.0,0.0,7.38,5.44
46.0,Female,Education,1.02,Twitter,64.0,8.03,2.22,1.09,10.0,6.62,0.35,2.0,False,False,1.0,25.0,13.67,2.54
21.0,Female,Unemployed,1.92,Telegram,43.0,10.13,7.57,7.5,9.0,7.02,0.74,1.0,False,False,3.0,29.0,15.95,6.41
58.0,Male,Finance,0.0,Facebook,50.0,4.42,8.32,7.59,2.0,8.84,1.18,3.0,False,False,1.0,14.0,26.33,9.0
40.0,Female,Education,5.47,Instagram,60.0,6.2,3.59,3.77,4.0,4.39,0.9,0.0,False,True,1.0,7.0,6.59,3.15
62.0,Male,Education,2.32,Facebook,61.0,6.6,3.22,1.84,3.0,5.43,0.49,5.0,False,True,3.0,17.0,24.17,2.13
42.0,Male,Student,3.43,Telegram,51.0,8.01,2.81,2.3,4.0,7.72,1.42,2.0,False,False,4.0,13.0,13.73,2.33
18.0,Male,Unemployed,4.47,Facebook,66.0,3.45,3.17,3.37,9.0,6.17,0.8,3.0,False,False,0.0,30.0,24.24,3.83
51.0,Male,IT,3.22,Telegram,55.0,8.14,2.46,3.11,9.0,9.41,0.0,5.0,True,False,0.0,2.0,17.96,4.07
65.0,Male,Health,3.23,Telegram,45.0,5.54,3.4,3.22,6.0,7.34,1.56,7.0,False,False,2.0,14.0,6.26,3.11
37.0,Female,Unemployed,2.68,Facebook,62.0,6.02,3.92,3.21,8.0,4.34,2.21,0.0,False,True,2.0,15.0,12.03,5.17
54.0,Male,Unemployed,0.23,Twitter,67.0,6.4,5.87,4.97,3.0,5.72,1.53,7.0,False,False,3.0,11.0,0.0,5.26
39.0,Male,Health,3.98,Telegram,72.0,9.1,2.56,1.8,2.0,6.68,1.24,0.0,False,False,1.0,1.0,14.36,2.87
51.0,Female,Education,1.97,Twitter,65.0,7.44,8.35,7.06,10.0,7.5,1.39,7.0,False,False,2.0,5.0,34.52,8.27
20.0,Female,Health,4.17,Twitter,70.0,7.29,4.66,4.47,2.0,5.33,1.16,3.0,False,False,5.0,14.0,5.26,4.32
41.0,Male,IT,5.9,Telegram,78.0,7.46,6.96,6.55,2.0,5.3,1.91,8.0,False,False,3.0,9.0,0.1,7.28
41.0,Female,Student,3.78,Twitter,66.0,9.59,6.85,6.88,5.0,4.25,1.47,5.0,True,False,2.0,14.0,23.08,6.57
20.0,Female,Finance,3.87,TikTok,48.0,6.88,2.22,3.0,3.0,6.35,1.36,10.0,True,False,2.0,20.0,0.0,3.54
62.0,Female,Unemployed,1.6,Facebook,60.0,7.5,7.7,6.86,2.0,6.97,0.21,8.0,False,False,3.0,3.0,8.74,5.78
20.0,Female,Health,5.21,Facebook,57.0,5.95,4.37,3.92,5.0,6.81,1.0,0.0,True,False,4.0,31.0,9.9,4.96
46.0,Male,Finance,1.83,Telegram,70.0,7.86,2.29,1.81,6.0,6.5,0.09,8.0,False,False,1.0,21.0,15.16,2.29
27.0,Female,Education,0.55,Instagram,48.0,6.85,3.07,2.52,3.0,4.41,0.0,4.0,True,True,2.0,2.0,14.9,2.32
49.0,Female,IT,0.0,TikTok,51.0,7.58,7.79,7.33,4.0,5.33,1.73,0.0,False,False,0.0,18.0,14.44,6.73
56.0,Female,Student,5.53,Twitter,57.0,9.72,8.65,8.06,4.0,8.04,0.85,10.0,False,False,2.0,17.0,0.0,8.07
54.0,Male,Unemployed,6.39,TikTok,60.0,4.59,4.21,3.1,5.0,3.86,0.65,5.0,False,False,1.0,18.0,12.87,3.39
57.0,Female,Education,3.39,Twitter,55.0,8.37,7.88,6.79,3.0,8.36,1.11,2.0,True,False,0.0,30.0,9.94,6.76
31.0,Male,IT,1.9,TikTok,58.0,9.57,4.87,4.74,7.0,8.74,0.0,9.0,False,False,1.0,4.0,1.63,4.74
21.0,Female,Student,3.09,Twitter,68.0,10.15,8.25,7.84,6.0,7.01,1.24,5.0,True,False,2.0,11.0,17.94,7.81
37.0,Female,Unemployed,4.93,Telegram,42.0,6.38,6.3,5.6,9.0,5.9,0.79,10.0,True,False,1.0,9.0,7.36,6.32
31.0,Male,IT,4.43,Twitter,60.0,8.93,6.0,6.03,2.0,5.23,0.19,7.0,False,True,0.0,29.0,8.91,5.52
48.0,Male,Unemployed,3.47,Facebook,49.0,4.58,8.66,7.74,8.0,5.47,1.29,3.0,False,True,0.0,22.0,24.11,8.84
50.0,Male,IT,3.47,Instagram,62.0,7.5,6.76,6.7,3.0,7.09,1.64,4.0,True,False,1.0,14.0,13.86,6.52
45.0,Female,Unemployed,2.52,Instagram,62.0,5.81,5.88,5.15,5.0,7.97,0.31,3.0,False,False,1.0,22.0,15.86,4.65
42.0,Male,Student,0.93,Instagram,62.0,9.12,8.5,7.13,5.0,5.6,1.21,6.0,True,False,4.0,10.0,0.0,8.07
26.0,Female,Finance,2.26,Facebook,49.0,8.56,6.66,5.3,9.0,8.3,0.11,3.0,True,False,1.0,31.0,11.46,7.32
45.0,Male,Unemployed,2.8,TikTok,62.0,5.6,5.2,4.25,8.0,7.07,0.7,9.0,False,False,3.0,29.0,22.64,3.98
48.0,Male,IT,6.02,TikTok,66.0,7.33,3.05,1.75,4.0,7.28,0.25,4.0,False,False,1.0,14.0,5.15,0.42
34.0,Male,Student,2.63,Facebook,58.0,3.77,7.19,6.54,9.0,5.89,1.11,0.0,False,False,5.0,10.0,10.43,4.23
40.0,Male,IT,1.37,Telegram,63.0,6.04,7.31,5.92,1.0,6.22,2.51,1.0,False,False,2.0,18.0,8.3,3.63
30.0,Male,Unemployed,6.06,Instagram,55.0,7.45,7.47,6.44,2.0,5.35,1.18,1.0,True,False,4.0,13.0,0.0,6.4
20.0,Male,Student,2.26,Facebook,48.0,8.11,5.87,5.86,6.0,7.18,0.1,2.0,False,False,1.0,8.0,12.1,4.41
58.0,Male,Health,1.29,TikTok,61.0,6.51,4.2,3.91,8.0,6.41,1.04,7.0,False,False,2.0,3.0,14.84,4.19
30.0,Female,IT,3.11,Instagram,62.0,3.31,2.91,2.65,3.0,7.1,0.97,9.0,False,False,1.0,28.0,0.0,3.59
59.0,Female,Health,1.76,Telegram,59.0,9.24,5.57,4.38,5.0,8.77,2.44,6.0,False,False,3.0,0.0,7.61,6.19
34.0,Female,Health,2.44,Telegram,58.0,3.77,2.86,2.04,10.0,7.57,1.31,2.0,False,False,3.0,4.0,10.85,2.94
30.0,Female,Education,2.42,Instagram,63.0,5.53,2.38,2.05,7.0,9.42,0.81,2.0,False,False,2.0,12.0,20.87,2.61
32.0,Male,IT,5.77,Instagram,67.0,7.55,7.69,6.52,1.0,4.62,0.18,10.0,False,True,3.0,25.0,6.37,6.98
53.0,Female,Unemployed,3.49,Instagram,74.0,8.93,7.4,7.01,6.0,6.42,1.75,10.0,False,True,1.0,9.0,11.67,6.72
45.0,Female,IT,0.34,Instagram,57.0,7.82,6.04,6.13,5.0,5.37,1.15,6.0,False,True,2.0,9.0,0.0,5.61
63.0,Male,Finance,5.18,Facebook,52.0,3.5,8.34,7.44,8.0,6.6,0.58,7.0,True,False,3.0,25.0,14.87,9.23
48.0,Female,Unemployed,2.49,Twitter,53.0,6.83,2.46,2.21,3.0,5.37,0.72,7.0,False,False,2.0,1.0,0.0,2.03
52.0,Male,Unemployed,7.43,Twitter,51.0,11.28,5.16,4.7,1.0,8.72,0.0,2.0,False,False,2.0,25.0,12.32,4.8
44.0,Male,Finance,4.46,Instagram,58.0,8.23,4.84,3.82,6.0,5.34,1.67,8.0,True,False,1.0,12.0,7.89,5.79
27.0,Male,Health,4.53,Twitter,61.0,8.07,2.22,1.92,3.0,5.68,1.65,7.0,False,True,1.0,3.0,13.6,3.23
47.0,Male,IT,0.28,Twitter,64.0,3.28,2.79,3.29,5.0,7.2,0.78,1.0,True,False,2.0,11.0,10.66,2.93
62.0,Male,Finance,3.03,Instagram,57.0,8.46,6.95,5.26,10.0,10.0,0.1,8.0,False,False,2.0,12.0,16.58,5.75
46.0,Male,IT,4.36,Facebook,63.0,9.47,3.65,2.98,3.0,7.74,1.81,6.0,True,True,3.0,17.0,14.7,4.17
46.0,Male,Health,3.09,Facebook,57.0,7.04,7.85,7.65,3.0,3.38,0.85,2.0,False,False,0.0,22.0,11.8,8.25
40.0,Female,IT,2.03,Twitter,61.0,8.71,6.55,6.48,5.0,5.89,2.89,2.0,False,False,1.0,12.0,7.56,6.27
38.0,Male,IT,1.52,Telegram,58.0,1.64,4.14,2.89,1.0,7.44,1.07,9.0,True,False,0.0,1.0,2.16,3.92
65.0,Female,Finance,1.86,Twitter,60.0,6.33,3.15,3.37,8.0,5.05,0.98,8.0,False,False,1.0,18.0,16.56,0.81
27.0,Male,Health,3.13,TikTok,83.0,9.28,7.07,6.03,5.0,4.19,0.5,10.0,False,False,1.0,21.0,7.02,5.62
58.0,Female,Education,5.88,TikTok,59.0,7.22,8.44,6.4,6.0,6.21,1.42,6.0,False,False,3.0,24.0,13.2,7.75
29.0,Male,IT,6.46,Instagram,66.0,2.03,3.43,3.82,6.0,6.71,1.04,1.0,True,True,2.0,5.0,13.42,4.51
47.0,Male,Unemployed,5.91,Facebook,57.0,9.44,2.71,2.79,6.0,7.08,0.98,7.0,False,False,1.0,17.0,14.62,2.97
35.0,Female,Health,7.4,Facebook,66.0,6.91,5.51,4.81,7.0,7.19,0.0,10.0,False,True,1.0,1.0,7.82,4.85
38.0,Male,Finance,2.43,Instagram,59.0,7.09,2.41,1.66,7.0,8.08,0.66,1.0,False,True,2.0,19.0,0.0,1.97
18.0,Female,Finance,4.63,Telegram,47.0,8.03,2.9,2.79,5.0,5.96,0.57,6.0,False,False,3.0,15.0,6.32,2.26
60.0,Female,Education,3.14,Telegram,64.0,9.53,3.95,2.64,4.0,5.79,0.66,6.0,False,False,5.0,6.0,15.53,1.72
32.0,Male,IT,1.41,Facebook,40.0,9.68,7.77,6.56,1.0,8.77,1.63,4.0,False,False,0.0,24.0,13.51,7.25
49.0,Male,Education,2.19,Facebook,43.0,6.95,7.5,7.07,7.0,6.48,1.47,2.0,False,False,2.0,4.0,0.0,8.6
40.0,Male,Education,6.51,Telegram,71.0,6.35,5.11,5.2,10.0,7.3,1.07,2.0,False,False,1.0,23.0,12.15,5.56
60.0,Female,Finance,4.42,Telegram,69.0,5.48,8.64,6.95,2.0,6.99,1.07,5.0,True,False,2.0,19.0,0.0,8.16
19.0,Female,Unemployed,3.67,TikTok,60.0,12.0,2.93,2.76,7.0,4.89,1.01,9.0,False,False,3.0,17.0,12.23,2.58
55.0,Female,Unemployed,2.98,Instagram,73.0,9.61,5.79,5.55,10.0,6.71,1.32,9.0,True,False,3.0,22.0,7.22,4.09
46.0,Male,Health,2.32,Twitter,41.0,4.94,4.25,2.4,7.0,5.73,0.83,4.0,False,False,1.0,31.0,9.64,2.6
56.0,Female,Education,4.63,Twitter,71.0,4.91,5.74,5.96,1.0,7.61,0.48,6.0,False,False,3.0,7.0,16.26,5.9
53.0,Female,Finance,7.93,Facebook,56.0,6.92,5.83,4.96,2.0,7.69,2.29,0.0,False,False,1.0,22.0,13.46,5.61
40.0,Male,Student,2.19,TikTok,55.0,6.48,5.4,4.61,5.0,5.78,0.0,10.0,False,False,2.0,20.0,9.14,5.69
33.0,Female,Unemployed,1.35,Facebook,54.0,6.33,8.66,8.51,6.0,4.77,0.6,3.0,False,True,3.0,19.0,5.71,8.87
48.0,Male,Unemployed,0.57,Telegram,64.0,2.62,8.23,7.03,10.0,6.11,0.7,0.0,False,False,1.0,7.0,9.82,7.04
35.0,Female,Finance,3.68,Facebook,50.0,10.67,8.64,6.82,1.0,6.57,0.82,9.0,False,False,0.0,16.0,9.89,6.56
60.0,Male,Education,2.46,Twitter,57.0,6.86,5.87,5.43,9.0,4.19,1.12,0.0,False,False,0.0,7.0,19.91,5.51
65.0,Female,Health,2.38,Instagram,51.0,3.95,7.98,8.79,5.0,4.63,1.54,8.0,False,False,4.0,9.0,4.53,8.09
34.0,Female,Unemployed,1.77,Twitter,55.0,7.33,7.63,6.82,4.0,6.96,1.93,3.0,False,False,0.0,0.0,13.79,6.76
61.0,Female,Student,1.22,Telegram,69.0,6.29,4.29,3.12,8.0,5.1,1.12,4.0,False,False,2.0,12.0,14.5,2.54
23.0,Female,IT,7.24,TikTok,58.0,8.13,4.82,3.44,8.0,8.79,2.0,6.0,False,False,0.0,10.0,14.55,4.33
25.0,Female,Health,2.48,Facebook,59.0,7.09,2.89,1.69,10.0,3.97,1.44,3.0,False,False,2.0,20.0,0.0,3.49
62.0,Female,Student,2.11,TikTok,47.0,6.43,2.72,1.82,10.0,7.47,1.93,0.0,False,False,0.0,18.0,3.07,2.64
51.0,Female,Health,1.88,Telegram,45.0,8.95,7.14,6.27,2.0,7.15,0.59,9.0,False,False,1.0,24.0,4.56,8.08
49.0,Female,Student,0.0,Facebook,63.0,7.15,2.34,1.85,6.0,6.64,1.16,7.0,False,False,3.0,21.0,10.61,0.0
59.0,Male,Education,3.68,Facebook,52.0,6.99,6.06,4.72,1.0,7.35,0.34,6.0,False,False,1.0,16.0,23.32,4.9
61.0,Male,Unemployed,2.21,Facebook,71.0,9.77,5.3,5.19,10.0,7.98,0.49,2.0,False,True,1.0,5.0,0.0,4.33
37.0,Male,IT,1.23,Facebook,61.0,5.98,8.95,8.68,1.0,5.69,0.38,5.0,False,False,2.0,24.0,0.0,9.3
41.0,Female,Education,0.93,Telegram,71.0,9.23,7.43,6.41,1.0,6.27,0.55,2.0,False,False,3.0,7.0,0.0,5.86
41.0,Male,Student,4.64,Instagram,55.0,7.65,6.98,6.76,8.0,7.72,0.69,9.0,False,False,2.0,2.0,12.31,6.03
24.0,Female,Finance,2.52,Telegram,54.0,7.86,5.08,4.26,5.0,9.02,2.26,4.0,True,True,2.0,6.0,11.69,4.82
27.0,Male,Health,1.61,Telegram,62.0,7.69,8.25,7.26,5.0,5.75,0.66,3.0,False,False,2.0,1.0,4.32,6.06
18.0,Male,Student,2.39,Facebook,55.0,9.14,6.05,6.01,9.0,6.28,1.16,1.0,True,False,1.0,4.0,0.0,7.18
42.0,Male,IT,3.17,TikTok,48.0,6.11,4.15,3.31,6.0,7.35,1.12,10.0,True,False,1.0,20.0,10.24,2.48
33.0,Female,Health,4.49,Facebook,58.0,5.79,2.86,2.18,6.0,6.02,0.49,10.0,False,False,1.0,17.0,15.58,3.62
22.0,Female,Student,3.3,Twitter,70.0,6.9,6.77,6.31,6.0,5.5,1.06,5.0,True,False,2.0,31.0,4.64,7.29
21.0,Male,Health,5.0,Facebook,63.0,6.45,7.39,6.05,9.0,7.71,1.23,0.0,False,False,0.0,2.0,0.48,6.7
56.0,Female,Unemployed,4.3,TikTok,60.0,5.77,5.74,5.25,2.0,5.92,1.27,6.0,True,False,1.0,4.0,15.65,5.11
56.0,Female,Health,4.37,Facebook,59.0,5.6,8.48,7.89,7.0,5.8,0.15,4.0,False,False,6.0,18.0,13.39,8.38
62.0,Female,Finance,2.87,TikTok,48.0,9.21,6.21,5.02,6.0,5.18,1.22,4.0,False,False,0.0,16.0,2.17,3.59
31.0,Male,Student,3.71,Instagram,84.0,8.42,2.21,2.35,6.0,6.39,1.02,10.0,False,True,1.0,6.0,0.0,1.66
65.0,Male,Education,1.83,Telegram,52.0,9.42,6.09,5.17,2.0,7.04,1.6,0.0,True,False,1.0,15.0,10.02,5.59
26.0,Female,Education,0.17,TikTok,66.0,7.84,6.66,5.96,1.0,4.32,1.33,4.0,False,False,1.0,26.0,6.89,6.98
37.0,Female,Student,2.24,Telegram,66.0,7.48,4.42,4.44,8.0,5.74,1.1,5.0,False,False,3.0,22.0,6.02,4.95
25.0,Female,IT,4.05,Instagram,56.0,8.27,7.67,6.1,9.0,6.25,2.08,3.0,True,True,1.0,8.0,22.89,6.69
49.0,Male,Finance,1.23,Facebook,65.0,7.54,2.07,1.47,5.0,7.0,1.4,3.0,True,True,0.0,14.0,9.6,0.23
64.0,Male,Finance,4.67,TikTok,68.0,6.29,4.8,4.18,8.0,6.36,0.0,9.0,False,False,0.0,22.0,0.0,4.87
38.0,Male,Education,2.43,Telegram,69.0,6.4,2.99,2.12,3.0,7.71,1.53,10.0,False,False,1.0,8.0,10.03,2.57
58.0,Male,Education,5.75,Instagram,54.0,8.65,5.57,4.61,1.0,6.68,0.4,10.0,True,False,2.0,7.0,13.21,3.79
36.0,Female,Health,1.65,TikTok,46.0,9.08,5.74,5.62,3.0,6.62,1.21,1.0,False,False,3.0,7.0,17.32,4.74
46.0,Female,Student,6.38,TikTok,63.0,8.61,5.01,4.05,4.0,4.9,0.59,10.0,False,True,2.0,27.0,2.29,6.25
23.0,Female,IT,1.74,TikTok,54.0,5.76,5.53,5.06,3.0,7.18,1.33,6.0,True,True,2.0,11.0,8.58,6.26
60.0,Female,Finance,1.9,Facebook,62.0,8.22,5.45,4.67,10.0,8.28,2.67,3.0,False,False,4.0,7.0,8.03,3.36
46.0,Male,Unemployed,5.59,TikTok,72.0,5.73,5.76,4.76,10.0,8.65,1.74,10.0,True,False,0.0,23.0,9.22,4.18
59.0,Female,Unemployed,0.1,Twitter,60.0,8.2,6.23,5.12,8.0,10.0,1.49,4.0,False,False,2.0,16.0,16.04,5.42
20.0,Male,Finance,3.78,Telegram,57.0,5.99,8.94,8.4,4.0,4.18,1.41,4.0,False,False,1.0,23.0,9.23,8.34
18.0,Female,Education,0.0,Telegram,58.0,8.79,8.66,7.59,5.0,5.43,0.55,2.0,False,True,1.0,22.0,11.42,7.31
61.0,Male,Student,0.11,TikTok,62.0,12.0,8.5,8.24,5.0,7.82,2.06,2.0,False,False,4.0,8.0,0.0,7.5
32.0,Female,Student,0.0,Telegram,51.0,9.79,8.43,7.91,3.0,5.15,1.46,9.0,False,False,1.0,5.0,0.0,7.09
24.0,Female,Education,2.74,Telegram,70.0,5.21,6.17,5.39,3.0,6.73,1.21,4.0,False,False,5.0,16.0,16.33,3.41
34.0,Female,Student,1.4,Instagram,62.0,4.86,3.18,2.43,4.0,7.04,1.55,3.0,False,False,2.0,17.0,6.84,1.5
56.0,Male,Finance,7.63,Instagram,67.0,9.76,3.65,3.01,2.0,7.15,1.05,1.0,False,False,2.0,18.0,7.64,2.78
52.0,Male,Student,4.82,TikTok,67.0,5.76,8.31,7.22,5.0,5.09,0.37,2.0,False,True,2.0,28.0,3.67,7.73
31.0,Male,Unemployed,1.27,TikTok,60.0,5.71,4.07,2.97,9.0,4.7,1.24,10.0,False,False,4.0,5.0,17.56,2.66
52.0,Male,Unemployed,1.08,Twitter,60.0,9.23,8.57,6.83,1.0,6.09,2.34,4.0,True,True,3.0,0.0,5.63,6.31
45.0,Female,Student,4.12,Twitter,60.0,7.86,8.26,7.59,8.0,8.29,0.25,1.0,False,True,3.0,11.0,23.45,7.82
24.0,Male,Student,3.5,TikTok,82.0,8.5,4.96,4.58,6.0,6.31,1.17,10.0,True,True,1.0,29.0,7.06,5.05
56.0,Female,Health,3.44,Facebook,52.0,8.24,8.22,6.96,3.0,6.98,1.18,0.0,False,False,0.0,31.0,4.94,7.08
48.0,Female,Finance,3.65,Facebook,47.0,3.5,7.6,6.71,2.0,7.01,0.56,7.0,True,False,2.0,20.0,9.45,4.79
64.0,Female,Unemployed,1.23,Telegram,59.0,8.79,6.15,5.56,6.0,6.13,1.21,4.0,True,False,3.0,8.0,19.62,5.49
53.0,Female,IT,2.27,Telegram,56.0,6.54,5.0,3.89,7.0,5.97,0.94,10.0,False,False,1.0,6.0,2.52,2.13
44.0,Female,Finance,3.1,Facebook,55.0,9.16,3.08,2.8,7.0,6.33,0.63,7.0,False,False,3.0,22.0,0.0,4.41
62.0,Female,IT,3.4,TikTok,57.0,3.78,6.68,6.58,6.0,5.08,1.4,6.0,True,False,2.0,30.0,7.63,4.98
39.0,Male,Student,6.77,TikTok,53.0,10.87,4.66,3.85,4.0,5.7,0.7,9.0,True,False,3.0,17.0,3.78,3.9
25.0,Male,Finance,3.98,Twitter,60.0,6.44,5.64,4.21,10.0,6.86,1.17,1.0,False,True,1.0,28.0,11.25,4.38
32.0,Male,Student,0.16,Instagram,59.0,8.29,2.65,2.12,1.0,7.81,1.1,3.0,False,True,3.0,12.0,0.0,2.04
